Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
cloudpic,25,7,10,8,0.28,0.4,0.32,0.071357667,0
thumb-book-pocket-thumbnail-sketchbook-for-cartoon,20,1,2,17,0.05,0.1,0.85,0.566375,4
adelante-shoe-co-quality-and-style-revolutionized,12,0,2,10,0,0.17,0.83,0.5037625,0
juta-shoes-ethical-and-environmental-espadrilles,7,0,0,7,0,0,1,0.671307143,0
broken-homme-made-in-usa-boots-and-footwear,17,5,1,11,0.29,0.06,0.65,0.129916667,0
vresh-jeans-handmade-in-europe,10,0,1,9,0,0.1,0.9,0.451988571,0
haus-of-assembly-shoes-made-in-the-bahamas,2,0,0,2,0,0,1,0.60065,0
the-big-sea-serpent-ceramic-cocktail-vessel-tiki-m,4,1,1,2,0.25,0.25,0.5,0.184575,0
oka-whiskey-tumbler-with-completely-new-tasting-ex,5,2,0,3,0.4,0,0.6,0.15944,1
fear-the-con-10-x-con,15,8,1,6,0.53,0.07,0.4,0.051723333,2
the-kill-screen-platinum-edition,9,0,4,5,0,0.44,0.56,0.332964074,0
app-custom-shoes-calzado-personalizado-madame-mari,0,0,0,0,0,0,0,0,0
the-warrior-and-the-box,1,0,0,1,0,0,1,0.7345,0
8-bit-art-gospel-of-john-comic-book,2,0,2,0,0,1,0,0,1
vufine-the-next-evolution-in-wearable-displays,32,9,7,16,0.28,0.22,0.5,0.158044494,0
fusion-bases,22,3,4,15,0.14,0.18,0.68,0.298446591,0
movie-buff-the-greatest-movie-trivia-card-game,18,6,3,9,0.33,0.17,0.5,0.096794815,0
osmobot-truly-affordable-hydroponic-aquaponic-moni,15,0,3,12,0,0.2,0.8,0.458011333,4
upworks-ultimate-modular-miniature-castle-building,24,4,2,18,0.17,0.08,0.75,0.331038294,0
renegade-the-first-3d-pen-to-run-on-plastic-bags-a,14,3,0,11,0.21,0,0.79,0.395254405,0
elos-the-first-and-only-urban-lifestyle-skateboard,23,5,3,15,0.22,0.13,0.65,0.213817391,0
lift-anti-gravity-levitating-smartwatch-charger,35,2,8,25,0.06,0.23,0.71,0.35764881,0
ogre-miniatures-set-1,18,5,2,11,0.28,0.11,0.61,0.17556984,0
bring-divekick-to-pc,28,2,4,22,0.07,0.14,0.79,0.503196105,0
deuce-wallet-the-best-2-in-1-minimalist-bifold-rfi,27,9,4,14,0.33,0.15,0.52,0.070427778,15
spelly-straws,34,8,8,18,0.24,0.24,0.53,0.175496569,0
papers-and-paychecks,17,7,5,5,0.41,0.29,0.29,-0.00887951,15
dungeon-crawl-classics-scratch-off-holiday-module,32,4,5,23,0.12,0.16,0.72,0.38799881,0
angarita-crafted-company-handcrafted-lamps,15,5,3,7,0.33,0.2,0.47,0.136115333,0
lenore-a-debut-album,7,0,2,5,0,0.29,0.71,0.555442857,0
9mm-luxury-swiss-watches,7,0,1,6,0,0.14,0.86,0.4353,0
tesla-self-rechargeable-electronic-lighter,26,10,6,10,0.38,0.23,0.38,-0.021287179,0
the-smart-garden-your-solution-for-better-food,25,6,5,14,0.24,0.2,0.56,0.212201686,0
listnr-your-listening-assistant,12,1,1,10,0.08,0.08,0.83,0.442630556,0
crucial-0,17,1,4,12,0.06,0.24,0.71,0.283501471,18
jetgetters-fighter-jet-hijacking-multiplayer-shoot,21,2,2,17,0.1,0.1,0.81,0.592250794,0
special-edition-sorcery-role-playing-game-tabletop,15,0,2,13,0,0.13,0.87,0.570793333,0
the-gaslight-keychain-lantern-go-forth-be-luminous,25,1,3,21,0.04,0.12,0.84,0.421709,14
the-world-council,25,11,6,8,0.44,0.24,0.32,-0.029616508,0
ballven-fuel-cell-a-titanium-and-stainless-steel-h,24,0,6,18,0,0.25,0.75,0.375993889,0
lumiere-the-ultimate-eye-protection-lamp-you-take,15,0,6,9,0,0.4,0.6,0.305116188,0
machine-era-ti5-slim-wallet,20,2,2,16,0.1,0.1,0.8,0.5091125,14
the-stk-multi-tool-sliding-tool-and-knife-for-ever,15,2,4,9,0.13,0.27,0.6,0.318767741,0
riki-restart,17,3,2,12,0.18,0.12,0.71,0.186490196,0
the-rangers-bloodstone-a-miniwargaming-movie-proje,28,1,0,27,0.04,0,0.96,0.651046131,1
the-exiled-siege-expand-your-city-and-fight-for-su,24,4,0,20,0.17,0,0.83,0.429799702,0
legacy-of-mana-rpg-setting-guide-for-pathfinder-an,12,1,4,7,0.08,0.33,0.58,0.210764968,0
bonjour-smart-alarm-clock-with-artificial-intellig,30,6,7,17,0.2,0.23,0.57,0.22232873,0
joonie-a-car-seat-cover-for-everyday-adventures,2,0,0,2,0,0,1,0.93525,0
romantic-playing-cards,15,7,2,6,0.47,0.13,0.4,-0.009936111,0
shitbag,3,2,0,1,0.67,0,0.33,0.0699,0
hodor-hold-the-door-tribute-doorstop,20,1,6,13,0.05,0.3,0.65,0.345555,0
the-nobles-epic-tabletop-fighting-game,24,3,2,19,0.12,0.08,0.79,0.424081548,2
maximum-mayhem-dungeons-4-vault-of-the-dwarven-kin,10,2,0,8,0.2,0,0.8,0.44921525,22
aura-the-first-ever-wirelessly-powered-christmas-l,26,5,3,18,0.19,0.12,0.69,0.372173168,0
isaribi-fishing-market-play-and-outwitting-your-op,34,3,9,22,0.09,0.26,0.65,0.341397794,0
milk-teeth-cafe-and-stores,7,0,0,7,0,0,1,0.697071429,0
root-a-robot-to-teach-coding,30,5,3,22,0.17,0.1,0.73,0.3113275,0
keyper-character-edition,25,5,8,12,0.2,0.32,0.48,0.1168544,0
bohk-a-bottle-opening-house-key,17,0,4,13,0,0.24,0.76,0.397881232,0
redefine-reality-with-computing-enabled-eyewear,18,6,1,11,0.33,0.06,0.61,0.200951775,0
vast-the-crystal-caverns-second-printing-with-mini,29,5,3,21,0.17,0.1,0.72,0.337006034,2
blackfin-camper-box-hard-shell-roof-top-tent,12,4,1,7,0.33,0.08,0.58,0.199595556,0
kytcho-sharpness-redefined-chef-knife-made-in-the,37,15,5,17,0.41,0.14,0.46,0.052661261,0
wildlife-toys-animated-hardwood-toys-since-1978,7,0,0,7,0,0,1,0.71005,0
highrisers,13,1,2,10,0.08,0.15,0.77,0.431710852,0
the-soundtrack-of-your-life-capsule-fashion-collec,0,0,0,0,0,0,0,0,0
crocodile-to-shoot-half-underwater-go-pro-photos,2,0,1,1,0,0.5,0.5,0.31845,0
juicebox-the-smartphone-charging-essential,26,8,7,11,0.31,0.27,0.42,0.033269963,0
the-1st-motion-tracking-diy-smart-home-security-ca,26,5,4,17,0.19,0.15,0.65,0.294089941,0
fixate-gel-pads,43,11,13,19,0.26,0.3,0.44,0.043025581,0
zencube-the-coolest-healthiest-smart-lamp,14,2,2,10,0.14,0.14,0.71,0.421881973,0
encounter-one,0,0,0,0,0,0,0,0,0
reach-me-the-movie-kickstarter,25,0,3,22,0,0.12,0.88,0.636703467,0
destin-learning-free-s-w-training-learning-sans-lo,2,0,0,2,0,0,1,0.78755,0
impossible-0,27,8,5,14,0.3,0.19,0.52,0.192008333,0
the-periodic-table-of-the-presidents-poster,24,5,3,16,0.21,0.12,0.67,0.310539583,14
adventurous-ink,3,1,1,1,0.33,0.33,0.33,0.109316667,0
tittle-x-the-worlds-first-ultra-affordable-golf-si,28,7,5,16,0.25,0.18,0.57,0.111909661,0
onewell-alkaline-water-bottle-bio-degradable-and-f,16,0,5,11,0,0.31,0.69,0.309441146,0
hive-smart-home-security-and-entertainment-for-eve,39,3,2,34,0.08,0.05,0.87,0.512833333,0
uled-your-powerful-led-flashlight,13,3,1,9,0.23,0.08,0.69,0.355360674,0
eyse,30,3,6,21,0.1,0.2,0.7,0.332292222,0
the-herman-house-a-place-for-music-and-art,7,1,0,6,0.14,0,0.86,0.564564286,0
anonabox-a-tor-hardware-router,23,6,4,13,0.26,0.17,0.57,0.198867063,0
freehand-arts-project-help-us-publish-our-2016-ant,2,0,0,2,0,0,1,0.89285,0
playground-detroit-a-space-to-uplift-artists,4,0,1,3,0,0.25,0.75,0.494725,3
wool-suede-redefining-warm-and-stylish-winter-glov,17,0,1,16,0,0.06,0.94,0.547759902,0
insect-mandala-fine-bone-china-collection-made-in,7,0,1,6,0,0.14,0.86,0.541809524,0
leningrad-41-strategy-game-battle-on-the-eastern-f,26,1,4,21,0.04,0.15,0.81,0.395538233,0
winter-ultra-thin-wireless-charging-heating-insole,35,5,7,23,0.14,0.2,0.66,0.216965952,0
nuvi-unlease-your-sleep-force,21,9,3,9,0.43,0.14,0.43,0.04567254,0
montfort-watches-time-to-innovate,18,1,0,17,0.06,0,0.94,0.504607963,0
the-joey-tag-child-safety-wearable-with-short-rang,20,2,5,13,0.1,0.25,0.65,0.325813583,0
sphidget-a-unique-fidget-spin-toy,24,4,1,19,0.17,0.04,0.79,0.402918046,0
the-blubug-iot-and-wireless-programming-shield,13,1,6,6,0.08,0.46,0.46,0.115472198,0
bluetooth-5-ready-ble-module-nano-2-and-blend-2,23,4,7,12,0.17,0.3,0.52,0.21353058,0
dobot-m1-pro-robotic-arm-for-makers-and-businesses,18,3,3,12,0.17,0.17,0.67,0.202638889,0
nature-and-occult-inspired-art-prints,2,0,0,2,0,0,1,0.7385,0
lost-genius-nyiregyhazi-live-at-century-club-of-ca,0,0,0,0,0,0,0,0,0
the-tommy-knocker-arduino-compatible-secret-knock,3,0,2,1,0,0.67,0.33,0.285766667,0
cast-the-worlds-first-real-time-home-entertainment,20,2,2,16,0.1,0.1,0.8,0.410712417,0
soda-drinker-pro-sipstarter,2,0,1,1,0,0.5,0.5,0.20025,0
the-skarp-laser-razor-21st-century-shaving,23,9,7,7,0.39,0.3,0.3,0.0754875,0
experience-riga-vr,2,0,0,2,0,0,1,0.75375,0
ecstapro-the-first-gopro-session-extended-battery,23,0,4,19,0,0.17,0.83,0.526526682,0
dokicam-view-new-worlds,23,9,5,9,0.39,0.22,0.39,-0.017972257,0
wasp-100-c-the-next-generation-of-production-light,19,3,4,12,0.16,0.21,0.63,0.25594673,0
powerbulb-led-light-bulb-with-two-usb-charging-por,16,1,3,12,0.06,0.19,0.75,0.481036458,0
nexo-tires-and-ever-tires-flat-free-forever,24,4,6,14,0.17,0.25,0.58,0.247107961,0
cork-up-cycle-used-bottles-into-beautiful-speakers,29,2,6,21,0.07,0.21,0.72,0.396620484,0
dotlens-smartphone-microscope-lens,17,4,3,10,0.24,0.18,0.59,0.189705882,0
kava-the-ultimate-bag-for-your-everyday-carry,31,12,1,18,0.39,0.03,0.58,0.09930586,0
old-world-leather-wallets-totes-and-backpacks,12,3,1,8,0.25,0.08,0.67,0.146795833,0
anura-the-beginning-of-the-drone-era-for-the-masse,26,4,2,20,0.15,0.08,0.77,0.375245032,0
when-our-journey-ends-a-visual-novel,5,0,0,5,0,0,1,0.8039,0
depth-punch-fine-art-reproductions-paintings-into,1,0,0,1,0,0,1,0.9098,0
colored-abstract-paintings,0,0,0,0,0,0,0,0,0
oculuste-the-very-first-fully-interchangeable-sung,4,0,0,4,0,0,1,0.8044125,0
path-to-peace-of-mind,0,0,0,0,0,0,0,0,0
zone-out-between-the-lines-a-hand-drawn-adult-colo,1,0,1,0,0,1,0,0,0
block-print-entrepreneur,2,0,0,2,0,0,1,0.736575,0
custom-paintings-just-for-you,1,0,0,1,0,0,1,0.6249,0
exspelled-a-magical-paper-craft-game-expelled,22,2,4,16,0.09,0.18,0.73,0.416537699,0
the-eggmazing-egg-decorator,10,0,3,7,0,0.3,0.7,0.582523333,0
the-barbaric-box-mtg-deck-boxes-made-by-a-barbaria,9,0,2,7,0,0.22,0.78,0.303077778,1
passive-agressive-enamel-pins,9,0,0,9,0,0,1,0.547534444,0
quetzalcolor-mexican-characters-and-legends,26,4,6,16,0.15,0.23,0.62,0.319210256,0
galactic-plastics-custom-shop-decals,9,1,3,5,0.11,0.33,0.56,0.233007407,5
clean-carriage-soap-company,5,0,0,5,0,0,1,0.7648,1
the-workshop-jenniethepotter,15,1,1,13,0.07,0.07,0.87,0.65946,0
koze-lightweight-inflatable-and-amazing-comfort-an,22,4,3,15,0.18,0.14,0.68,0.274848106,0
pedestal-footwear-the-future-of-performance-traini,30,11,5,14,0.37,0.17,0.47,0.068424889,0
segunda-jornada-desdecero,0,0,0,0,0,0,0,0,0
a-beautiful-handmade-shoe-boot-for-men-and-women,14,2,2,10,0.14,0.14,0.71,0.23781881,18
harperwoods-define-your-kick,16,1,1,14,0.06,0.06,0.88,0.300337847,0
woodymac-magnetic-building-blocks,20,4,3,13,0.2,0.15,0.65,0.265887029,0
professional-ash-cosplay-photos,2,0,1,1,0,0.5,0.5,0.4761,0
bud-spencer-and-terence-hill-slaps-and-beans,43,14,11,18,0.33,0.26,0.42,0.073893023,0
in2-minds-physical-album,32,7,7,18,0.22,0.22,0.56,0.228517448,0
carry-on,8,1,0,7,0.12,0,0.88,0.444395313,0
can6-cerebus-archive-number-six,11,1,1,9,0.09,0.09,0.82,0.516169697,2
edlee-shared-experiences-buy-one-share-one,19,4,2,13,0.21,0.11,0.68,0.165238377,0
tiny-lens-turn-your-phone-into-a-microscope,16,3,0,13,0.19,0,0.81,0.457095417,1
old-school-tactical-volume-i-reprint,22,6,2,14,0.27,0.09,0.64,0.199285556,0
solarquest-the-space-age-real-estate-game-deluxe-e,15,2,3,10,0.13,0.2,0.67,0.151449389,3
stylos-titanium-ink-fountain-and-rollerball-artlin,10,1,1,8,0.1,0.1,0.8,0.52339,11
wild-hawaiian-guava-jam,10,0,0,10,0,0,1,0.788032222,0
candeltm-music-inspired-light-up-phone-case-w-char,5,0,1,4,0,0.2,0.8,0.56632,0
plantsnap-identify-plants-with-an-app,25,8,5,12,0.32,0.2,0.48,0.124061417,0
holyfancy-the-sustainable-daily-pack,21,2,6,13,0.1,0.29,0.62,0.350426531,0
4-piece-bucket-o-games,5,2,1,2,0.4,0.2,0.4,0.15415,0
living-room-circus,4,0,1,3,0,0.25,0.75,0.675125,0
sprayprinter-smart-spray-paint-technology,21,3,2,16,0.14,0.1,0.76,0.311676133,0
rated-cards-unique-nsfw-greeting-cards,1,0,0,1,0,0,1,0.636,0
larp-box-a-monthly-subscription-gift-box-for-larpe,18,1,3,14,0.06,0.17,0.78,0.41699213,2
love-your-face-natural-skincare-for-fearless-women,25,0,1,24,0,0.04,0.96,0.78615,0
daypocket-travel-clever,28,2,9,17,0.07,0.32,0.61,0.242629464,0
teres-cache-the-most-singular-and-sleek-coin-exper,22,2,2,18,0.09,0.09,0.82,0.380758838,0
kudos-ipresenter-for-iphone-for-business-presentat,9,2,4,3,0.22,0.44,0.33,0.010433951,0
1-voice-beanie-with-wireless-bluetooth-headphones,13,4,1,8,0.31,0.08,0.62,0.260975907,0
throttle-opener-relaunch-magnetic-one-handed-bottl,19,0,3,16,0,0.16,0.84,0.460843041,0
the-48hr-switch-backpack-messenger-briefcase-in-a,28,1,2,25,0.04,0.07,0.89,0.589441667,0
tic-smart-bottles-for-lifes-travels,26,10,5,11,0.38,0.19,0.42,0.002991555,0
wexford-plaza-a-first-feature-film-by-joyce-wong,1,0,0,1,0,0,1,0.9622,0
zna,40,9,5,26,0.23,0.12,0.65,0.255714792,0
matsuri,9,0,0,9,0,0,1,0.815940741,0
chameleon-a-better-home-screen-for-your-android-ta,43,7,7,29,0.16,0.16,0.67,0.340572868,0
a-collection-of-conscience-surface-awareness,0,0,0,0,0,0,0,0,0
the-mechanical-watches-disrupting-swiss-watchmakin,29,6,6,17,0.21,0.21,0.59,0.238632348,0
dotlens-smartphone-microscope,4,1,1,2,0.25,0.25,0.5,0.13565,1
clare-means-funding-the-fiery-one-album,38,1,2,35,0.03,0.05,0.92,0.713159605,0
david-walsh-bowlmaker-fine-wooden-bowls-ltd-editio-18,0,0,0,0,0,0,0,0,0
key-bit,17,1,3,13,0.06,0.18,0.76,0.324044501,0
titanium-nano-pop,7,0,3,4,0,0.43,0.57,0.342121429,9
indestructible-minimalistic-titanium-edc-pen,25,5,4,16,0.2,0.16,0.64,0.309463867,0
iv-robotics-first-resistorsandcapacitor-adapted-to,24,6,6,12,0.25,0.25,0.5,0.1241825,1
up-squared-the-first-maker-board-with-intel-apollo,32,9,4,19,0.28,0.12,0.59,0.146095313,0
filipino-american-artist-directory-publish-our-fir,0,0,0,0,0,0,0,0,0
tempus-finally-a-selfie-stick-worth-owning,6,1,1,4,0.17,0.17,0.67,0.237816667,2
arcus-collective,0,0,0,0,0,0,0,0,0
cimsec-outreach-2016-2017,0,0,0,0,0,0,0,0,0
voodoo-open-world-survival-in-primal-africa-on-ste,30,4,6,20,0.13,0.2,0.67,0.394495806,0
become-a-professional-vr-game-developer-from-zero,17,2,1,14,0.12,0.06,0.82,0.382502941,19
the-great-alumni-roundup-tour-a-cig40-project,5,0,0,5,0,0,1,0.87842,0
dragon-skies-vr,9,2,4,3,0.22,0.44,0.33,0.075694444,2
tentacle-bento-by-soda-pop-miniatures,26,3,9,14,0.12,0.35,0.54,0.284512393,0
made-to-measure-leather-shoes-for-women-and-men,26,0,5,21,0,0.19,0.81,0.460249908,0
screw-u-the-perfect-gag-gift-for-all-occasions,20,3,5,12,0.15,0.25,0.6,0.3131775,8
kobe-red-100-japanese-beer-fed-kobe-beef-jerky,23,9,2,12,0.39,0.09,0.52,0.097862802,0
fritz-a-video-game-about-world-war-one,29,2,3,24,0.07,0.1,0.83,0.428510345,0
real-life-first-person-shooter-level-3,16,1,1,14,0.06,0.06,0.88,0.6554125,0
blaze-cooking-system-for-hiking-camping-expedition,8,0,0,8,0,0,1,0.559198214,0
snowflake-chocolate-box-molds-and-tools-3d-printin,1,0,0,1,0,0,1,0.7542,0
weather-point-the-worlds-smallest-weather-station,37,10,4,23,0.27,0.11,0.62,0.269059009,0
fipy-the-worlds-first-5-network-iot-dev-board,19,5,2,12,0.26,0.11,0.63,0.123778133,0
chessaria-the-tactical-adventure,23,3,4,16,0.13,0.17,0.7,0.366999783,0
cabal,21,1,2,18,0.05,0.1,0.86,0.534805952,20
v1-the-first-electric-nail-clipper,30,7,8,15,0.23,0.27,0.5,0.169598803,0
cyndr-sentry-gaming-intruder-notification-device,2,0,0,2,0,0,1,0.810225,0
frisenvangs-sustainable-handspun-alpaca-yarn-new-c,9,0,1,8,0,0.11,0.89,0.610516667,11
terrain-4-print,11,0,0,11,0,0,1,0.439884269,0
stock-and-barrel-100-american-handcrafted-leather,25,2,6,17,0.08,0.24,0.68,0.413155333,19
beautiful-coin-rings-and-creations,7,2,0,5,0.29,0,0.71,0.328537143,3
electron-dice,21,0,1,20,0,0.05,0.95,0.544908413,14
greksson-traditional-and-ecological-products-in-sw,10,2,2,6,0.2,0.2,0.6,0.259705,0
your-ideal-rpg-make-a-complete-role-playing-game-i,25,3,3,19,0.12,0.12,0.76,0.375506095,0
whisk-wiper-whisking-made-easy,21,1,5,15,0.05,0.24,0.71,0.403873571,0
marvin-the-lora-development-board,15,0,0,15,0,0,1,0.485565617,0
luxe-makeup-brush-cleaner,31,8,6,17,0.26,0.19,0.55,0.301707634,0
drft-worlds-first-racing-simulation-right-on-your,24,4,3,17,0.17,0.12,0.71,0.270338929,0
the-second-breakfast,22,3,0,19,0.14,0,0.86,0.452757955,0
nylivearts-we-hold-these-truths-to-be-self-evident,1,1,0,0,1,0,0,-0.1932,0
support-an-artist-this-christmas,0,0,0,0,0,0,0,0,0
koi-fish-pins-0,7,1,0,6,0.14,0,0.86,0.55412381,4
hand-crafted-minimalist-wallet-by-volo-the-non-wal,13,0,2,11,0,0.15,0.85,0.539183333,0
puremodules-for-dreamers-tinkerers-hackers-and-des,8,2,2,4,0.25,0.25,0.5,0.303533333,0
ps-1a-adjustable-miniature-switch-mode-dc-dc-power,21,0,3,18,0,0.14,0.86,0.462426984,0
tantrum-cycles-the-missing-link-in-full-suspension,8,1,1,6,0.12,0.12,0.75,0.48956875,0
starvox-the-world-s-first-walkie-talkie-smartwatch,34,7,8,19,0.21,0.24,0.56,0.152643382,0
treplev,0,0,0,0,0,0,0,0,0
philadelphia-rebuilds-hitchbot,5,1,0,4,0.2,0,0.8,0.382083333,0
the-sword-of-the-bastard-elf-a-two-fisted-fantasy,13,1,1,11,0.08,0.08,0.85,0.477364744,0
the-phone-box-movementtm,1,0,0,1,0,0,1,0.6588,0
farflung-sci-fi-role-play-after-dark,25,1,8,16,0.04,0.32,0.64,0.272783829,0
allcade-a-game-console-in-your-favorite-retro-cart,20,4,4,12,0.2,0.2,0.6,0.131285833,0
robonauts-search-for-si-borg,0,0,0,0,0,0,0,0,0
goblins-and-sea-demons-wargames-miniatures,14,0,2,12,0,0.14,0.86,0.400742279,16
atlanta-clay-works,2,0,0,2,0,0,1,0.95855,0
the-muncher-titanium-multi-utensil,36,3,9,24,0.08,0.25,0.67,0.341092593,0
the-man-with-four-legs-self-distribution,3,0,0,3,0,0,1,0.764433333,0
hardwood-sax-stand-alto-and-tenor-saxophone,0,0,0,0,0,0,0,0,0
touched-on,17,4,4,9,0.24,0.24,0.53,0.161544706,0
life-like-racing,1,0,0,1,0,0,1,0.9738,0
2-in-1-global-youth-calendar-2017,0,0,0,0,0,0,0,0,0
figure-fantasy-art-nude-photos-in-limited-edition,0,0,0,0,0,0,0,0,0
wallor-the-slim-wallet-combining-luxury-and-techno,24,5,3,16,0.21,0.12,0.67,0.330705486,0
creating-a-game-start-to-finish,10,0,0,10,0,0,1,0.491993322,0
bionictoys-because-nature-is-flexible,12,1,0,11,0.08,0,0.92,0.570010913,0
us175-customizable-retro-watch-challenge-by-undone,27,10,4,13,0.37,0.15,0.48,0.133313519,0
inferno-farms-hot-sauce-heat-is-heat-but-flavor-is,4,0,1,3,0,0.25,0.75,0.3083,0
new-home-for-chattanooga-aerials-and-chattanooga-c,1,0,0,1,0,0,1,0.8071,0
cybox-stationery-and-snail-mail-subscription-servi,4,0,1,3,0,0.25,0.75,0.3795,0
armbot-affordable-robotic-arm-3d-printer-running-w,13,1,1,11,0.08,0.08,0.85,0.249425256,0
voort-one,17,1,3,13,0.06,0.18,0.76,0.462791137,0
the-universe-in-a-sphere-relaunch,28,5,4,19,0.18,0.14,0.68,0.284301488,0
natural-corn-leaders-gourmet-popcorn-co,2,0,0,2,0,0,1,0.83335,0
sacred-realms-video-game-silkscreen-art-prints,8,0,1,7,0,0.12,0.88,0.5345625,0
juno-the-smartest-makeup-mirror-ever,25,6,1,18,0.24,0.04,0.72,0.281045022,0
stagg-ekg-the-electric-pour-over-kettle-for-coffee,30,2,0,28,0.07,0,0.93,0.510340722,0
the-other-side-9,17,1,2,14,0.06,0.12,0.82,0.337396401,0
treasure-of-guska-cajiib-ah,0,0,0,0,0,0,0,0,0
the-tiny-ts-an-open-sourced-diy-touch-synthesizer,24,2,11,11,0.08,0.46,0.46,0.180518681,0
firefly-rk3399-six-core-64-bit-high-performance-pl,19,6,6,7,0.32,0.32,0.37,0.10398129,0
the-faith-club-a-new-film-from-avondale-pictures,2,0,1,1,0,0.5,0.5,0.17,0
cerin-the-spirit-catcher-plush-doll-by-creepy-kawa,13,1,0,12,0.08,0,0.92,0.63051,7
rihanna-pez-pin-launch,0,0,0,0,0,0,0,0,0
the-binary-project-robin-eley-gives-away-a-paintin,28,2,6,20,0.07,0.21,0.71,0.530969643,0
stories-from-the-front,0,0,0,0,0,0,0,0,0
the-nexd1-the-first-multimaterial-and-electronics,20,5,4,11,0.25,0.2,0.55,0.180136677,0
bibo-barmaid-rethink-the-drink,0,0,0,0,0,0,0,0,0
trespassion,0,0,0,0,0,0,0,0,0
a-stand-the-ultimate-lap-desk-case-tray-stand,19,4,3,12,0.21,0.16,0.63,0.367488743,0
1bitsy-and-black-magic-probe-demystifying-arm-prog,20,1,2,17,0.05,0.1,0.85,0.4060585,11
yoswit-reinvented-smart-wall-switch,15,2,3,10,0.13,0.2,0.67,0.174616825,0
hang-and-roll-the-perfect-organizer-for-every-trav,36,6,6,24,0.17,0.17,0.67,0.309395139,0
dante-brown-warehouse-dance-2017-season-launch,0,0,0,0,0,0,0,0,0
cord2go-charge-and-sync-lightning-keychain-for-iph,27,5,8,14,0.19,0.3,0.52,0.182685006,0
anniversary-by-snyder-and-ditko,15,0,3,12,0,0.2,0.8,0.591853333,0
flare-pro-next-gen-light-for-cycling-hiking-and-ru,28,1,9,18,0.04,0.32,0.64,0.315433214,0
key-2ool,16,2,3,11,0.12,0.19,0.69,0.326376979,0
magcord-an-ultrafast-charging-cord-works-on-all-de,29,10,6,13,0.34,0.21,0.45,0.081002414,0
help-monochrome-seasons-fund-his-new-album-space-c,3,0,0,3,0,0,1,0.549655556,0
pampa-folks-enregistre-son-1er-album-indie-pop-wes,0,0,0,0,0,0,0,0,0
prometeo-first-affordable-italian-automatic-elegan,17,6,1,10,0.35,0.06,0.59,0.110909104,0
foil-standard-edition-playing-cards-v2-5-color-pac,5,0,0,5,0,0,1,0.62869,0
contour-electric-blue-playing-cards-revive,11,0,2,9,0,0.18,0.82,0.554523737,0
goal-journal-a-simple-tool-to-live-happy-enjoyingb,0,0,0,0,0,0,0,0,0
prehistoric-pins,11,1,1,9,0.09,0.09,0.82,0.525590909,6
best-organic-and-artisanal-teas-from-around-the-wo,30,8,4,18,0.27,0.13,0.6,0.260288667,0
home-sweet-abode-portraits,0,0,0,0,0,0,0,0,0
senses-in-sucrose-the-art-of-emotions-in-sweet-for,1,0,0,1,0,0,1,0.8249,0
fox-tea-towels,1,0,0,1,0,0,1,0.3182,0
finish-harrison-st-diy,0,0,0,0,0,0,0,0,0
order-of-krampus,15,1,1,13,0.07,0.07,0.87,0.575672,27
metal-militia-comic,16,1,1,14,0.06,0.06,0.88,0.5820075,21
collective-cuba-project,1,0,0,1,0,0,1,0.8866,0
friends-making-postcard-art-for-your-mailbox,3,0,0,3,0,0,1,0.683533333,0
spooky-mccute-plushie,12,0,0,12,0,0,1,0.711951786,0
ways-to-be-muslim,5,0,0,5,0,0,1,0.69242,0
blossoms-of-the-winter-bear-enamel-pin-set,0,0,0,0,0,0,0,0,0
fantasy-erotic-girls-in-real-life,7,0,0,7,0,0,1,0.499812755,0
wristlet-watches-19th-century-watch-reinvented,16,2,1,13,0.12,0.06,0.81,0.404411979,0
freedom-shirt-powerfully-enhanced-superior-comfort,26,0,5,21,0,0.19,0.81,0.504760155,0
gecho-loopsynth-a-modern-equivalent-of-the-music-b,25,1,1,23,0.04,0.04,0.92,0.590904667,0
the-yowler-a-community-built-diy-noise-synth,9,1,0,8,0.11,0,0.89,0.415927778,0
erfworld-bicycle-playing-cards-help-us-celebrate-1,19,5,1,13,0.26,0.05,0.68,0.296339673,0
stainless-pocket-tool-relaunch,7,0,2,5,0,0.29,0.71,0.408592857,7
the-breton-weekender,16,3,2,11,0.19,0.12,0.69,0.217724345,0
lemonade-dolls,9,0,6,3,0,0.67,0.33,0.195644444,0
the-first-class-hoodie-20-youve-been-upgraded,16,1,1,14,0.06,0.06,0.88,0.459546875,19
zldn-insanely-comfortable-underwear,10,1,4,5,0.1,0.4,0.5,0.25763,0
ukys-perfect-tailored-shirts-measured-from-your-ph,6,1,0,5,0.17,0,0.83,0.4695,0
colibry-threading-epilator,35,9,6,20,0.26,0.17,0.57,0.209947857,1
illuminati-transport,9,2,1,6,0.22,0.11,0.67,0.178130556,0
titanium-peeler,34,2,3,29,0.06,0.09,0.85,0.594081162,0
let-me-draw-your-anime-style-portrait,3,0,0,3,0,0,1,0.660044444,0
