Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
sleepwear-reinventedultimate-comfort-for-better-sl,29,3,4,22,0.1,0.14,0.76,0.396193103,0
r-pur-anti-pollution-mask-made-in-france,50,4,19,27,0.08,0.38,0.54,0.26771,0
vacanza-shirts-360-stretch-16-features,21,3,5,13,0.14,0.24,0.62,0.320547619,7
the-ends-a-play,0,0,0,0,0,0,0,0,0
sea-x-sky-the-waterproof-backpack-that-fits-in-you,50,9,6,35,0.18,0.12,0.7,0.380936,0
ez-duffle-the-most-versatile-duffle-bag-to-organiz,50,9,8,33,0.18,0.16,0.66,0.344824,0
elizabeth-warren-action-figure,50,3,21,26,0.06,0.42,0.52,0.276938,0
rise-of-tribes,50,11,1,38,0.22,0.02,0.76,0.344114,0
lords-of-hellas,50,14,6,30,0.28,0.12,0.6,0.18466,0
drinkagon-strategic-drinking-game,50,1,14,35,0.02,0.28,0.7,0.5908,0
hardwood-dice-towers-dice-storage-and-rollers-dand,32,1,6,25,0.03,0.19,0.78,0.550765625,0
fragged-empire-rpg-expanded,50,9,11,30,0.18,0.22,0.6,0.27638,0
the-lost-citadel-post-apocalyptic-fantasy-roleplay,50,7,5,38,0.14,0.1,0.76,0.368232,0
slickerdrips-a-board-game-playthrough-channel,50,1,4,45,0.02,0.08,0.9,0.665346,0
dough-universe-squishy-tech-toys-for-4-7-year-olds,28,3,3,22,0.11,0.11,0.79,0.514842857,0
skull-port-0,41,3,5,33,0.07,0.12,0.8,0.491234146,0
invisible-dancing,0,0,0,0,0,0,0,0,0
david-walsh-bowlmaker-spotlight-series-buckeye-bur,1,0,0,1,0,0,1,0.8774,1
eagle-force-goldie-hawk-photo-cards,9,2,2,5,0.22,0.22,0.56,0.313744444,4
groves,50,6,13,31,0.12,0.26,0.62,0.386122,0
pocket-ops-deduction-and-area-control,50,4,7,39,0.08,0.14,0.78,0.473462,0
youve-got-problems,32,5,10,17,0.16,0.31,0.53,0.25090625,18
humpty-dumpty-film,16,0,0,16,0,0,1,0.8627125,0
sudsy-slim-rides-again-alaska-feature-film,12,0,4,8,0,0.33,0.67,0.539008333,4
reflowered-a-dance-play,0,0,0,0,0,0,0,0,0
programme-en-ligne-lart-du-mouvement,26,2,8,16,0.08,0.31,0.62,0.333319231,5
31-days-somewhere-weve-never-been-feature-film,1,0,0,1,0,0,1,0.6792,0
deception-undercover-allies-0,50,18,6,26,0.36,0.12,0.52,0.099574,0
dome-crushers-a-tiny-card-game-of-titanic-arena-ba,50,11,7,32,0.22,0.14,0.64,0.299636,0
archmage,50,8,9,33,0.16,0.18,0.66,0.289808,0
700-women-book,0,0,0,0,0,0,0,0,0
lucitm-advanced-lucid-dream-inducer,50,16,4,30,0.32,0.08,0.6,0.216596,0
covil-the-dark-overlords,50,18,9,23,0.36,0.18,0.46,0.097894,0
help-us-build-our-bonemill-set,1,0,0,1,0,0,1,0.25,0
mental-edinburgh-festival-fringe-2017,0,0,0,0,0,0,0,0,0
cactus-cat-plushie-your-fluffy-prickly-magical-fri,41,9,9,23,0.22,0.22,0.56,0.297146341,0
wild-gears-version-3,5,2,0,3,0.4,0,0.6,0.04578,2
coffee-table-book-illustrated-summaries-of-biblica,50,7,7,36,0.14,0.14,0.72,0.332062,0
nakefit,50,9,7,34,0.18,0.14,0.68,0.408644,0
yellow-card-red-card-is-going-to-the-ice-factory-f,0,0,0,0,0,0,0,0,0
48-hour-film-project-detroit-country-day-school-st,0,0,0,0,0,0,0,0,0
arcana-on-ice-a-yuri-on-ice-tarot-deck,34,3,16,15,0.09,0.47,0.44,0.215817647,16
tayogo-force-conduction-waterproof-bluetooth-heads,50,25,4,21,0.5,0.08,0.42,-0.054094,0
auricsound-ess-twin-sabre-32bit-es9028q2m-768khz-d,50,6,10,34,0.12,0.2,0.68,0.437084,0
mino-bimaadiziwin-a-short-film-by-shane-mcsauby,1,0,0,1,0,0,1,0.7269,0
mothman-and-his-creepy-friends-an-enamel-pin-set,7,0,1,6,0,0.14,0.86,0.592085714,0
human-interface-be-a-better-human,50,7,15,28,0.14,0.3,0.56,0.252924,0
field-in-ackerys-alley,7,1,2,4,0.14,0.29,0.57,0.407585714,0
qcharge-advanced-portable-apple-watch-charger,50,4,15,31,0.08,0.3,0.62,0.313194,0
tertill-the-solar-powered-weeding-robot-for-home-g,49,9,9,31,0.18,0.18,0.63,0.307395918,1
ti2-para-biner-v2,50,5,7,38,0.1,0.14,0.76,0.483354,0
playmats,11,0,0,11,0,0,1,0.812009091,0
radical-moov-electric-rideable,38,6,9,23,0.16,0.24,0.61,0.323586842,0
culinary-magic-cookbook-for-the-pathfinder-rolepla,50,4,14,32,0.08,0.28,0.64,0.303008,0
oaxaca-a-dice-rolling-engine-building-card-game,50,5,11,34,0.1,0.22,0.68,0.420374,0
video-bible-talks-series-1-sermon-on-the-mount,1,0,0,1,0,0,1,0.8777,0
the-12th-house,1,0,0,1,0,0,1,0.7345,0
baserock-the-immersive-bass-frequency-hydration-ba,41,7,5,29,0.17,0.12,0.71,0.416121951,0
enamel-dragon-pins-traditional-tabletop-badges,15,1,3,11,0.07,0.2,0.73,0.412546667,10
cat-cafe-mad-coffee-shop-remodel-and-expansion-and,0,0,0,0,0,0,0,0,0
pere-perez-sketchbook-2017,2,0,2,0,0,1,0,0,0
death-0,0,0,0,0,0,0,0,0,0
garden-of-simplicity,3,0,0,3,0,0,1,0.615233333,0
usb-plant-grower-and-desk-lamp,34,2,13,19,0.06,0.38,0.56,0.312117647,16
swipe-at-the-san-diego-international-fringe-festiv,0,0,0,0,0,0,0,0,0
classic-console-playing-cards-second-edition,20,2,2,16,0.1,0.1,0.8,0.47989,0
fitconnect-the-ultimate-fitness-armband,10,3,3,4,0.3,0.3,0.4,-0.01505,3
sundisc-the-ultra-portable-softbox-reflector,50,2,14,34,0.04,0.28,0.68,0.34313,0
free-oranges-socially-engaged-performance-art,0,0,0,0,0,0,0,0,0
bring-our-seed-and-sprout-bento-lunch-boxes-home-t,6,0,1,5,0,0.17,0.83,0.635183333,1
creative-collaboration-by-30-artists,0,0,0,0,0,0,0,0,0
seven-crazy-bitches-assembly-rooms-edinburgh,0,0,0,0,0,0,0,0,0
nocturne-2,0,0,0,0,0,0,0,0,0
raylynmor-opera-2017-2018-season,0,0,0,0,0,0,0,0,0
lieder-alive-mahler-song-cycles-recording,2,0,0,2,0,0,1,0.66255,0
cinderblock-people-record-store,2,0,2,0,0,1,0,0,0
seraph,41,4,8,29,0.1,0.2,0.71,0.33327561,9
enchant-your-photography-unleash-the-magic-lydith,50,7,10,33,0.14,0.2,0.66,0.402628,0
a-one-man-show-at-the-carmel-sunset-center,0,0,0,0,0,0,0,0,0
astrocat-lapel-pin,2,0,0,2,0,0,1,0.4675,2
cafflano-kompresso-a-portable-authentic-espresso-m,50,13,3,34,0.26,0.06,0.68,0.310994,0
pop-art-and-pin-up-post-cards-and-prints,1,0,0,1,0,0,1,0.4019,0
fire-and-bone-5-tiny-digitally-captured-metal-anim,50,0,6,44,0,0.12,0.88,0.649392,0
xeric-soloscope-quartz,50,10,13,27,0.2,0.26,0.54,0.306842,0
una-grill-the-portable-charcoal-grill-to-carry-any,50,4,11,35,0.08,0.22,0.7,0.49001,0
eto-a-beautiful-innovation-in-wine-preservation,50,6,6,38,0.12,0.12,0.76,0.446882,0
hvel-straight-to-the-point,50,6,12,32,0.12,0.24,0.64,0.404222,0
martin-fine-craftsmanship,0,0,0,0,0,0,0,0,0
desktop-mutoscope-featuring-animations-by-anna-tab,1,0,0,1,0,0,1,0.9348,0
uvolt-watch-accessible-clean-energy-to-charge-your-0,34,5,9,20,0.15,0.26,0.59,0.290564706,0
meccaniche-veneziane-nereide-automatic-italian-div,50,7,5,38,0.14,0.1,0.76,0.39984,0
ghost-pepper-farms-f-3tm-all-natural-small-batch-h,48,8,10,30,0.17,0.21,0.62,0.334320833,0
catnap-christchurch-cat-cafe,13,1,1,11,0.08,0.08,0.85,0.676,0
flower-fairies-hard-enamel-pin-collection,4,0,0,4,0,0,1,0.565925,0
local-girl-photography-life-through-a-lens-extende,0,0,0,0,0,0,0,0,0
exum-knife,2,0,0,2,0,0,1,0.84455,0
the-original-puffy-poncho,30,2,5,23,0.07,0.17,0.77,0.451136667,0
do-no-harm-documentary-film-finishing-funds,25,6,0,19,0.24,0,0.76,0.348644,0
help-us-tell-kellys-surrogacy-story,0,0,0,0,0,0,0,0,0
hie-diaper-bag-your-new-best-friend,50,4,10,36,0.08,0.2,0.72,0.419402,0
laventure-watches-timepieces-for-explorers-swiss-m,50,5,8,37,0.1,0.16,0.74,0.417786,0
trans-is-love-a-new-album-by-marissa-kay,0,0,0,0,0,0,0,0,0
help-michelle-citrin-make-a-new-album,4,0,0,4,0,0,1,0.74855,0
planty-square-modular-hydroponic-kit,50,4,10,36,0.08,0.2,0.72,0.440884,0
dante-falls-a-usc-thesis-film,2,1,1,0,0.5,0.5,0,-0.2116,0
elwood-takes-a-lover-a-usc-thesis-film,2,0,1,1,0,0.5,0.5,0.3344,0
hvad-hvis-alle-farver-var-bla,0,0,0,0,0,0,0,0,0
string-sisters-shetland-project,6,0,1,5,0,0.17,0.83,0.662983333,0
debra-fotheringhams-new-album,4,0,0,4,0,0,1,0.79095,0
glide-britain,6,1,0,5,0.17,0,0.83,0.577016667,0
scorkl-breathe-underwater-with-total-freedom,50,16,11,23,0.32,0.22,0.46,0.112262,0
vanishing-vermonters,5,0,0,5,0,0,1,0.76248,0
the-wild-unrest-a-gripping-new-album-by-beth-whitn,6,2,0,4,0.33,0,0.67,0.236533333,0
michale-graves-full-band-cd-the-world-turned-upsid,2,0,0,2,0,0,1,0.88795,0
handmade-pet-beds-with-unipug-fabric-unicorn-pug-p,2,0,0,2,0,0,1,0.8266,0
baikonur-where-it-all-began-60-years-of-the-space,0,0,0,0,0,0,0,0,0
the-monaco-burning-man-2017-sailing-lake-lahontan,1,0,1,0,0,1,0,0,0
sciencebad-rick-and-morty-enamel-pin-set,11,0,7,4,0,0.64,0.36,0.235472727,0
illumisoap-night-light-soap-dispenser-by-illumibow,50,23,7,20,0.46,0.14,0.4,-0.032356,0
mistbox-energy-saving-device-proven-to-cut-ac-bill,50,9,9,32,0.18,0.18,0.64,0.213564,0
noetica-kinetic-fire-art-for-burning-man-2017,4,0,0,4,0,0,1,0.798125,0
vasco-watch-new-24h-timepieces,38,4,11,23,0.11,0.29,0.61,0.317405263,12
wetsleeve-wearable-hands-free-hydration,50,13,6,31,0.26,0.12,0.62,0.286996,0
diy-papercraft-art-for-your-home-by-lpobjects,50,5,27,18,0.1,0.54,0.36,0.14233,0
land-of-doubt,15,1,4,10,0.07,0.27,0.67,0.462906667,0
cde-fall-royalties-fund,0,0,0,0,0,0,0,0,0
planet-legasy,2,1,0,1,0.5,0,0.5,0.015,0
bolido-swiss-selfwinding-mechanical-timepieces,50,5,13,32,0.1,0.26,0.64,0.386498,0
the-archiologist-magazine-0,1,0,0,1,0,0,1,0.5826,0
zvox-soundbar-has-built-in-subwoofer-hearing-aid-t,26,2,9,15,0.08,0.35,0.58,0.373719231,5
hello-coding-anyone-can-learn-to-code,30,6,3,21,0.2,0.1,0.7,0.330506667,20
floating-mug-the-worlds-most-beautiful-mug,45,7,8,30,0.16,0.18,0.67,0.412277778,0
the-font-deck-a-playing-card-guide-to-typography,50,2,5,43,0.04,0.1,0.86,0.596792,0
dan-and-alice-an-improvised-feature-film,0,0,0,0,0,0,0,0,0
visio-the-powerful-mobile-photoprojector,35,6,3,26,0.17,0.09,0.74,0.393265714,0
alice-and-cheshire-hard-enamel-pin,5,0,0,5,0,0,1,0.63476,5
glassxtm-real-liquid-glass-universal-screen-protec,50,14,9,27,0.28,0.18,0.54,0.182108,0
acedia-a-sci-fi-short-film-about-memory,0,0,0,0,0,0,0,0,0
ginger-kick-back-for-more,8,1,1,6,0.12,0.12,0.75,0.43885,0
ruta-origen-traveling-around-mexico,9,2,7,0,0.22,0.78,0,-0.129611111,0
mermaid-princess-enamel-pins,17,1,0,16,0.06,0,0.94,0.808217647,0
purgatory-vol-1,11,1,1,9,0.09,0.09,0.82,0.705127273,0
the-unadoptables,21,1,6,14,0.05,0.29,0.67,0.496866667,2
drachein,28,2,5,21,0.07,0.18,0.75,0.513396429,6
dead-canary-comics-presents-adventures-in-science,42,0,8,34,0,0.19,0.81,0.548964286,0
b-pulidos-newest-graphic-novel-la-muerta-1-vengean,34,3,7,24,0.09,0.21,0.71,0.38645,16
zombie-fabulous-3-mary-sacred-heart-of-the-motor-c,0,0,0,0,0,0,0,0,0
the-killer-bees-high-flying-comics-in-tag-team-sty,29,4,5,20,0.14,0.17,0.69,0.386955172,0
curse-of-the-vessel-relaunch,50,2,5,43,0.04,0.1,0.86,0.581406,0
speculative-relationships-volume-3,12,0,4,8,0,0.33,0.67,0.416141667,5
lookers-ember,13,0,3,10,0,0.23,0.77,0.530669231,0
can-i-pet-your-werewolf,22,2,3,17,0.09,0.14,0.77,0.427781818,0
a-small-favor-an-epic-sci-fi-comic,3,0,2,1,0,0.67,0.33,0.305533333,0
blister-a-rad-punk-rock-comic-about-growing-up-in,6,0,0,6,0,0,1,0.525733333,0
legends-of-onile-dayo,0,0,0,0,0,0,0,0,0
beats-n-bars-festival-2017,3,0,1,2,0,0.33,0.67,0.603233333,0
danika-and-the-jeb-everything-live,6,0,0,6,0,0,1,0.842316667,0
2-mellos-midnight-broadcasts-physical-releases,0,0,0,0,0,0,0,0,0
on-the-road-again-tour-van-and-trailer-fundraiser,8,0,0,8,0,0,1,0.8371375,0
u-bruu-the-ultimate-beverage-bar,50,11,11,28,0.22,0.22,0.56,0.14295,0
grond-oublars-revenge-book-three,50,1,6,43,0.02,0.12,0.86,0.657084,0
the-pale-2,5,0,0,5,0,0,1,0.78024,2
momma-tried-issue-3,5,0,3,2,0,0.6,0.4,0.28164,0
duderobetm-towel-lined-lounging-apparel-for-men,50,5,10,35,0.1,0.2,0.7,0.443994,0
knight-2,19,5,4,10,0.26,0.21,0.53,0.225410526,0
black-gold-prelude-to-a-storm,1,0,0,1,0,0,1,0.7345,0
broderick-by-ron-bryce-and-jay-peteranetz,1,0,0,1,0,0,1,0.8499,0
trade-comics-for-construction-trade-workers-a-comi,1,0,0,1,0,0,1,0.9352,0
stellar-cards-and-book,2,0,0,2,0,0,1,0.46515,0
unkind-readings-enamel-pins,24,0,1,23,0,0.04,0.96,0.6041,0
trafalgar,1,0,0,1,0,0,1,0.921,0
the-second-annual-women-sports-film-festival,3,0,0,3,0,0,1,0.658066667,0
deep-clean-a-supernatural-horror-short-film,3,1,0,2,0.33,0,0.67,0.4275,0
cooking-with-love-20,0,0,0,0,0,0,0,0,0
kickstarter-gold-whats-for-dinner-notepad,50,10,10,30,0.2,0.2,0.6,0.306542,0
kickstarter-gold-the-worlds-first-chili-pepper-csa,38,11,6,21,0.29,0.16,0.55,0.257239474,8
kickstarter-gold-all-star-fubar,36,6,9,21,0.17,0.25,0.58,0.297688889,2
kickstarter-gold-the-lions-of-valletta-directors-c,9,0,1,8,0,0.11,0.89,0.652444444,0
black-kickstarter-gold,25,5,8,12,0.2,0.32,0.48,0.226876,0
kickstarter-gold-the-secret-loves-of-geek-girls-re,19,0,0,19,0,0,1,0.698226316,9
kickstarter-gold-plume-1-the-gold-edition,8,0,4,4,0,0.5,0.5,0.3214,0
liberty-the-first-zero-compromise-total-wireless-e,50,23,6,21,0.46,0.12,0.42,0.058036,0
build-your-own-airbnb-with-ruby-on-rails-and-react,50,6,11,33,0.12,0.22,0.66,0.332634,0
ace-needs-a-voice-ace-est-sans-voix,0,0,0,0,0,0,0,0,0
shakespeare-punches-a-friggin-shark-and-or-other-s,50,11,14,25,0.22,0.28,0.5,0.144094,0
the-violet-ascension-tarot,1,0,1,0,0,1,0,0,0
dungeon-of-doom-handcrafted-game-terrain-by-dwarve,50,9,16,25,0.18,0.32,0.5,0.2247,0
oral-history-walking-tour-of-madrid-new-mexico,2,0,0,2,0,0,1,0.9264,0
kickstarter-gold-balloon-mapping-kits,17,2,2,13,0.12,0.12,0.76,0.368094118,5
covi-speech-enabled-light-and-open-source-smart-ho,50,5,8,37,0.1,0.16,0.74,0.363222,0
gametek-the-book,50,4,22,24,0.08,0.44,0.48,0.295946,0
kickstarter-gold-bikequity-a-social-justice-bicycl,3,0,1,2,0,0.33,0.67,0.3478,0
kickstarter-gold-good-night-stories-for-rebel-girl,50,2,5,43,0.04,0.1,0.86,0.495988,0
subversion-a-broadside-portfolio,19,1,3,15,0.05,0.16,0.79,0.525936842,0
kickstarter-gold-science-abridged,41,12,8,21,0.29,0.2,0.51,0.156690244,9
pablo-neruda-poetry-lost-found,12,2,3,7,0.17,0.25,0.58,0.266825,0
eden-7,0,0,0,0,0,0,0,0,0
attache-guide-to-travel,50,11,20,19,0.22,0.4,0.38,0.135998,0
flashes-fun-interactive-led-lashes,50,10,8,32,0.2,0.16,0.64,0.356,0
geekcentricorg-one-website-to-inform-them-all,2,0,1,1,0,0.5,0.5,0.3676,0
memorywell-professional-storytelling-for-everyone,0,0,0,0,0,0,0,0,0
the-royal-game-of-ur-3d-printed-playable-replica,25,2,4,19,0.08,0.16,0.76,0.437136,0
spiderforest-webcomic-anthology,8,0,1,7,0,0.12,0.88,0.6191125,0
pepper-roos-complete-rat-care-website,0,0,0,0,0,0,0,0,0
cats-committing-crimes-humor-comics-anthology,4,0,1,3,0,0.25,0.75,0.465275,1
kickstarter-gold-she-persisted-enamel-pin-black-4,46,5,14,27,0.11,0.3,0.59,0.400430435,0
unicorn-coat,2,0,0,2,0,0,1,0.546,0
sketch-wallet-canvas-edition,50,3,8,39,0.06,0.16,0.78,0.487828,0
kickstarter-gold-musicforcats-album-two-music-to-s,47,5,6,36,0.11,0.13,0.77,0.512712766,2
catmandu-help-stop-party-animal-cruelty-with-dumpl,1,1,0,0,1,0,0,-0.3736,0
a-panda-tastic-journey,23,0,2,21,0,0.09,0.91,0.70666087,6
vitruvian-apparel-fashionable-athletic-fit-denim,6,0,1,5,0,0.17,0.83,0.572133333,0
great-frontier-at-new-york-summerfest,1,0,0,1,0,0,1,0.4019,0
mirror-twins-cirque-du-soliel-vets-true-twin-story,2,0,1,1,0,0.5,0.5,0.27055,0
a-stones-throw,1,0,0,1,0,0,1,0.3612,0
switch-con-worlds-first-hdmi-hub-for-switch-and-s8,50,13,10,27,0.26,0.2,0.54,0.246086,0
mr-toads-recording-lives-now-to-get-to-the-finish,0,0,0,0,0,0,0,0,0
kickstarter-gold-3doodler-limited-star-trek-3d-pen,35,4,5,26,0.11,0.14,0.74,0.394045714,0
ora-the-worlds-first-graphene-headphones,50,7,6,37,0.14,0.12,0.74,0.432658,0
fan-pow-boo,7,0,2,5,0,0.29,0.71,0.602842857,5
the-casual-cat-cafe-and-lounge,2,0,0,2,0,0,1,0.72155,0
provisionary-vermont-local-foods-market,2,0,0,2,0,0,1,0.7354,0
the-yellow-king-roleplaying-game-from-robin-d-laws,50,8,10,32,0.16,0.2,0.64,0.295656,0
off-the-tracks-a-documentary-about-final-cut-pro-x,13,2,4,7,0.15,0.31,0.54,0.384715385,4
light-speed-dice-d6s-that-roll-at-the-speed-of-lig,50,6,13,31,0.12,0.26,0.62,0.326656,0
city-limits-taproom-kitchen,1,0,0,1,0,0,1,0.9465,0
iron-fist-the-beginning,1,0,0,1,0,0,1,0.9954,0
exmos-and-joe-a-brand-new-post-mormon-podcast,0,0,0,0,0,0,0,0,0
larder-a-curated-delicatessen-and-bakery-in-clevel,9,0,3,6,0,0.33,0.67,0.487477778,3
handmade-durable-headphones-with-controls-and-micr,30,3,12,15,0.1,0.4,0.5,0.225966667,5
aumi-mini-a-smart-notification-light-and-nightligh,50,6,12,32,0.12,0.24,0.64,0.29214,0
perfect-city-fall-launch-2017,0,0,0,0,0,0,0,0,0
ways-of-forgetting,1,0,0,1,0,0,1,0.9381,0
millwood-print-works-a-community-focused-print-sho,6,1,2,3,0.17,0.33,0.5,0.1737,0
kickstarter-gold-alphabet-city-literally,34,4,5,25,0.12,0.15,0.74,0.403573529,0
standstill-1-a-mature-readers-survival-horror-comi,30,1,5,24,0.03,0.17,0.8,0.495663333,2
spiral-brewery-best-taproom-this-side-of-the-missi,6,0,1,5,0,0.17,0.83,0.48695,0
cubetto,50,3,7,40,0.06,0.14,0.8,0.495226,0
kickstarter-gold-the-public-radio-the-single-stati,50,7,7,36,0.14,0.14,0.72,0.53495,0
darkside-stories,9,0,7,2,0,0.78,0.22,0.098277778,0
east-asian-stone-seal-stamp,28,0,1,27,0,0.04,0.96,0.684957143,0
wonderland-white-rabbit-enamel-lapel-pin-ships-fre,5,0,1,4,0,0.2,0.8,0.6874,0
pastel-dinogami-enamel-pins,7,1,1,5,0.14,0.14,0.71,0.269428571,0
brownies-sweet-and-sassy-barbecue-sauce,2,0,2,0,0,1,0,0,1
glow-in-the-dark-poison-potion-bottle-enamel-pin-b,11,2,2,7,0.18,0.18,0.64,0.411427273,0
purrl-grey-30mm-hard-enamel-pin,0,0,0,0,0,0,0,0,0
saga-world-builder-modular-tiles-for-your-tabletop,50,14,7,29,0.28,0.14,0.58,0.229182,0
magnettab-unique-device-that-will-make-your-life-e,12,3,3,6,0.25,0.25,0.5,0.305875,0
kado-the-worlds-thinnest-wall-charger,50,13,6,31,0.26,0.12,0.62,0.171704,0
the-lost-tarot-major-arcana-limited-edition,16,0,3,13,0,0.19,0.81,0.4962875,3
168-01-the-next-chapter,4,0,1,3,0,0.25,0.75,0.340175,0
a-dollar-for-a-little-mystery-sketch,50,6,7,37,0.12,0.14,0.74,0.488,0
redneck-ninjas-its-rurally-powerful-kung-fu-cool,2,2,0,0,1,0,0,-0.39435,0
wireless-transparent-speakers-with-flic-button,50,9,20,21,0.18,0.4,0.42,0.144304,0
kickstarter-gold-microbes-make-stem-great-again,16,3,4,9,0.19,0.25,0.56,0.4280375,0
great-beasts-mini-comic,0,0,0,0,0,0,0,0,0
cio-battery-free-bike-light,50,12,4,34,0.24,0.08,0.68,0.315644,0
soundbrake-20-the-awareness-device-for-headphones,42,3,5,34,0.07,0.12,0.81,0.535595238,0
modern-handcrafted-dress-shoes-reinvented,50,1,15,34,0.02,0.3,0.68,0.400974,0
nuguna-neckband-for-people-with-hearing-loss,15,0,0,15,0,0,1,0.73468,0
kickstarter-gold-recurring-dreams-of-herbert-crowl,18,1,6,11,0.06,0.33,0.61,0.356233333,0
make-a-home-for-sweetroot-farm,6,0,2,4,0,0.33,0.67,0.6012,0
2017-wifi-badge,21,2,8,11,0.1,0.38,0.52,0.259733333,0
obsidian-3d-printer-high-quality-sleek-and-afforda,50,12,7,31,0.24,0.14,0.62,0.20309,0
insect-repellent-travel-wear-no-more-bug-bites,50,16,6,28,0.32,0.12,0.56,0.19757,0
ettitude-fresh-bedding-reimagined-with-coffee,29,2,6,21,0.07,0.21,0.72,0.459644828,0
live-for-gems-black-diamond-jewelry,7,0,2,5,0,0.29,0.71,0.432,6
able-appareltm-apparel-with-purpose,1,0,0,1,0,0,1,0.8583,0
on-the-bus-podcasts-season-2-south-america-tour,0,0,0,0,0,0,0,0,0
2017-reef-check-california-marine-ecosystem-assess,0,0,0,0,0,0,0,0,0
messenger-enamel-pin,3,0,0,3,0,0,1,0.8738,2
ancient-cities,50,6,14,30,0.12,0.28,0.6,0.249974,0
the-good-cards-a-game-to-spread-love-kindness-and,12,0,0,12,0,0,1,0.900933333,0
unyte-interactive-meditation,50,4,8,38,0.08,0.16,0.76,0.524484,0
2017-higher-ground-festival,1,0,0,1,0,0,1,0.8264,0
nasty-humans,0,0,0,0,0,0,0,0,0
plastic-identities,2,0,0,2,0,0,1,0.6933,0
gemma-bond-dance-at-the-joyce-theatre-july-25-26th,3,0,0,3,0,0,1,0.890033333,0
maen-watches-a-new-standard-in-affordable-luxury-w,50,4,13,33,0.08,0.26,0.66,0.337978,0
you-are-beautiful-where-you-are,18,1,3,14,0.06,0.17,0.78,0.559872222,8
gold-rush-0,50,20,16,14,0.4,0.32,0.28,-0.091194,0
kickstarter-gold-manual-coffeemaker-no3,34,6,7,21,0.18,0.21,0.62,0.265947059,16
kickstarter-gold-fourneau-bread-oven-20,50,2,9,39,0.04,0.18,0.78,0.519782,0
hardwood-hand-crafted-dice,3,0,3,0,0,1,0,0,0
fate-book-one-land-and-sea,3,0,0,3,0,0,1,0.712866667,0
mossy-1-by-kieran-shiach-and-traci-shepard,0,0,0,0,0,0,0,0,0
panobook-a-notebook-for-your-desk,50,7,11,32,0.14,0.22,0.64,0.343102,0
cask-the-insulated-bottle-crafted-from-inspiration,50,10,6,34,0.2,0.12,0.68,0.248998,0
kickstarter-gold-bibliotheca,50,2,15,33,0.04,0.3,0.66,0.406804,0
passport-worry-free-power-adapter-for-internationa,50,9,15,26,0.18,0.3,0.52,0.16623,0
we-had-a-black-dog,5,0,1,4,0,0.2,0.8,0.54804,0
m-lamar-negrogothic,2,0,0,2,0,0,1,0.81525,0
save-pepe,19,3,5,11,0.16,0.26,0.58,0.303584211,0
kickstarter-gold-fantastiqa-rival-realms,50,7,18,25,0.14,0.36,0.5,0.220662,0
the-story-rgb-uv-lamp,50,11,13,26,0.22,0.26,0.52,0.207624,0
nima,49,1,14,34,0.02,0.29,0.69,0.454669388,1
kickstarter-gold-titanium-pen-type-b,50,3,15,32,0.06,0.3,0.64,0.407638,0
huskeecup-waste-made-beautiful,50,1,6,43,0.02,0.12,0.86,0.547052,0
forever-today,0,0,0,0,0,0,0,0,0
kickstarter-gold-das-sneaker-from-atheist-shoes,36,3,5,28,0.08,0.14,0.78,0.496686111,14
the-incorruptible-library-a-girl-genius-graphic-no,50,12,7,31,0.24,0.14,0.62,0.244662,0
pins-of-mythology-animal-gods-of-egypt,50,5,10,35,0.1,0.2,0.7,0.440726,0
dr-ayalas-magic-spice-make-any-dish-a-delicious-su,30,0,6,24,0,0.2,0.8,0.59746,0
ugears-hurdy-gurdy-unique-mechanical-musical-model,50,8,9,33,0.16,0.18,0.66,0.367286,0
social-snail-mail-artisan-greeting-card-subscripti,1,0,0,1,0,0,1,0.9316,1
the-big-book-of-bisexual-trials-and-errors,11,0,4,7,0,0.36,0.64,0.368181818,0
dessert-dragons-and-other-sweet-creatures,32,4,5,23,0.12,0.16,0.72,0.50254375,18
coalicion-flamenca-2017,0,0,0,0,0,0,0,0,0
kickstarter-gold-table-titans-fallen-veil-adventur,50,9,16,25,0.18,0.32,0.5,0.254958,0
handcoh-redefining-luxury-fashion-for-men,7,1,1,5,0.14,0.14,0.71,0.458114286,0
le-monstre-enregistre-un-livre-symphonique-pour-en,1,0,0,1,0,0,1,0.3164,0
whitefox-mechanical-keyboard,50,13,12,25,0.26,0.24,0.5,0.126884,0
neuroon-open-smartest-sleep-dreams-and-meditation,50,15,7,28,0.3,0.14,0.56,0.23039,0
anchor-cable-last-cable-you-will-ever-need-0,50,10,7,33,0.2,0.14,0.66,0.315528,0
sonnet-decentralized-mobile-communication,50,3,5,42,0.06,0.1,0.84,0.438374,0
international-interdisciplinary-artists-residency-0,0,0,0,0,0,0,0,0,0
this-feels-like-home-a-dance-and-language-performa,2,0,0,2,0,0,1,0.92615,0
gobutton-simple-wi-fi-connected-smart-button-for-e,22,2,3,17,0.09,0.14,0.77,0.539554545,0
misspent-youth-rpg-sell-out-with-me,50,13,12,25,0.26,0.24,0.5,0.177768,0
the-stonebound-saga,50,5,15,30,0.1,0.3,0.6,0.402912,0
top-secret-new-world-order-the-espionage-roleplayi,50,12,13,25,0.24,0.26,0.5,0.146552,0
triplock,50,11,5,34,0.22,0.1,0.68,0.325268,0
